A,B,C,D,AVERAGE
521.0,551.0,250.0,673.0,498.75
732.0,648.0,955.0,715.0,762.5
178.0,241.0,652.0,685.0,439.0
509.0,949.0,393.0,711.0,640.5
804.0,473.0,701.0,809.0,696.75
18.0,937.0,46.0,356.0,339.25
800.0,643.0,216.0,881.0,635.0
305.0,367.0,450.0,105.0,306.75
799.0,760.0,65.0,53.0,419.25
661.0,967.0,505.0,426.0,639.75
860.0,87.0,740.0,886.0,643.25
473.0,802.0,107.0,905.0,571.75
822.0,770.0,366.0,414.0,593.0
77.0,409.0,377.0,808.0,417.75
283.0,237.0,265.0,2.0,196.75
123.0,761.0,542.0,938.0,591.0
478.0,56.0,936.0,637.0,526.75
171.0,634.0,740.0,812.0,589.25
136.0,265.0,853.0,299.0,388.25
105.0,611.0,881.0,306.0,475.75
263.0,105.0,891.0,816.0,518.75
719.0,260.0,988.0,307.0,568.5
344.0,186.0,993.0,82.0,401.25
320.0,684.0,436.0,288.0,432.0
457.0,784.0,731.0,375.0,586.75
163.0,432.0,569.0,42.0,301.5
215.0,773.0,302.0,247.0,384.25
498.0,654.0,723.0,867.0,685.5
273.0,571.0,629.0,896.0,592.25
197.0,138.0,614.0,255.0,301.0
655.0,425.0,547.0,515.0,535.5
368.0,12.0,863.0,745.0,497.0
80.0,149.0,128.0,682.0,259.75
605.0,845.0,112.0,46.0,402.0
549.0,967.0,650.0,583.0,687.25
167.0,415.0,847.0,963.0,598.0
406.0,890.0,426.0,727.0,612.25
157.0,93.0,884.0,273.0,351.75
4.0,782.0,701.0,624.0,527.75
718.0,671.0,374.0,702.0,616.25
308.0,262.0,911.0,190.0,417.75
689.0,719.0,771.0,810.0,747.25
125.0,863.0,481.0,304.0,443.25
564.0,732.0,286.0,222.0,451.0
519.0,406.0,575.0,608.0,527.0
849.0,866.0,528.0,30.0,568.25
930.0,105.0,412.0,500.0,486.75
39.0,694.0,710.0,551.0,498.5
743.0,290.0,786.0,541.0,590.0
688.0,27.0,981.0,785.0,620.25
298.0,622.0,51.0,151.0,280.5
76.0,479.0,487.0,709.0,437.75
641.0,911.0,571.0,607.0,682.5
232.0,914.0,606.0,410.0,540.5
71.0,735.0,782.0,21.0,402.25
806.0,180.0,29.0,844.0,464.75
151.0,752.0,888.0,211.0,500.5
138.0,511.0,322.0,48.0,254.75
395.0,492.0,164.0,152.0,300.75
295.0,128.0,184.0,723.0,332.5
117.0,391.0,525.0,54.0,271.75
526.0,613.0,841.0,314.0,573.5
899.0,884.0,755.0,909.0,861.75
134.0,163.0,334.0,986.0,404.25
896.0,49.0,176.0,591.0,428.0
858.0,698.0,469.0,101.0,531.5
29.0,396.0,539.0,732.0,424.0
503.0,867.0,372.0,172.0,478.5
213.0,337.0,340.0,494.0,346.0
714.0,389.0,813.0,938.0,713.5
31.0,696.0,476.0,380.0,395.75
699.0,60.0,837.0,729.0,581.25
314.0,627.0,741.0,784.0,616.5
351.0,550.0,558.0,950.0,602.25
33.0,423.0,396.0,124.0,244.0
796.0,242.0,323.0,817.0,544.5
959.0,710.0,203.0,456.0,582.0
612.0,795.0,829.0,148.0,596.0
596.0,348.0,788.0,98.0,457.5
699.0,84.0,656.0,965.0,601.0
573.0,166.0,301.0,86.0,281.5
745.0,202.0,938.0,88.0,493.25
961.0,87.0,860.0,442.0,587.5
928.0,289.0,869.0,981.0,766.75
89.0,782.0,817.0,407.0,523.75
771.0,589.0,90.0,805.0,563.75
721.0,954.0,401.0,402.0,619.5
646.0,438.0,484.0,656.0,556.0
434.0,908.0,302.0,619.0,565.75
435.0,409.0,91.0,998.0,483.25
681.0,261.0,668.0,249.0,464.75
865.0,580.0,463.0,147.0,513.75
865.0,357.0,539.0,207.0,492.0
619.0,66.0,950.0,120.0,438.75
10.0,997.0,330.0,770.0,526.75
804.0,594.0,936.0,805.0,784.75
421.0,101.0,927.0,190.0,409.75
801.0,707.0,346.0,554.0,602.0
532.0,508.0,617.0,813.0,617.5
241.0,878.0,919.0,450.0,622.0
58.0,313.0,755.0,770.0,474.0
380.0,431.0,697.0,462.0,492.5
46.0,147.0,259.0,336.0,197.0
493.0,457.0,897.0,854.0,675.25
491.0,138.0,160.0,338.0,281.75
141.0,884.0,450.0,689.0,541.0
191.0,550.0,995.0,791.0,631.75
954.0,764.0,998.0,353.0,767.25
207.0,385.0,186.0,18.0,199.0
116.0,905.0,775.0,862.0,664.5
399.0,664.0,317.0,380.0,440.0
721.0,638.0,621.0,615.0,648.75
944.0,260.0,140.0,273.0,404.25
134.0,930.0,45.0,727.0,459.0
442.0,565.0,805.0,744.0,639.0
528.0,518.0,768.0,200.0,503.5
446.0,424.0,724.0,225.0,454.75
219.0,346.0,939.0,685.0,547.25
840.0,934.0,720.0,26.0,630.0
676.0,969.0,664.0,408.0,679.25
861.0,381.0,279.0,602.0,530.75
418.0,346.0,580.0,193.0,384.25
171.0,886.0,391.0,150.0,399.5
659.0,414.0,271.0,51.0,348.75
16.0,142.0,483.0,655.0,324.0
860.0,637.0,163.0,343.0,500.75
116.0,972.0,822.0,27.0,484.25
900.0,849.0,322.0,729.0,700.0
325.0,633.0,507.0,916.0,595.25
278.0,34.0,317.0,863.0,373.0
745.0,299.0,953.0,757.0,688.5
555.0,223.0,393.0,705.0,469.0
98.0,833.0,239.0,276.0,361.5
488.0,142.0,918.0,807.0,588.75
480.0,269.0,377.0,49.0,293.75
908.0,533.0,865.0,102.0,602.0
358.0,958.0,111.0,753.0,545.0
155.0,968.0,33.0,992.0,537.0
783.0,639.0,48.0,902.0,593.0
494.0,831.0,57.0,804.0,546.5
866.0,665.0,573.0,619.0,680.75
805.0,536.0,706.0,226.0,568.25
461.0,121.0,450.0,502.0,383.5
451.0,586.0,63.0,181.0,320.25
900.0,277.0,705.0,608.0,622.5
160.0,60.0,910.0,814.0,486.0
612.0,235.0,579.0,548.0,493.5
429.0,78.0,262.0,866.0,408.75
985.0,873.0,919.0,702.0,869.75
422.0,758.0,244.0,848.0,568.0
693.0,495.0,76.0,304.0,392.0
129.0,34.0,789.0,694.0,411.5
561.0,22.0,943.0,750.0,569.0
897.0,57.0,486.0,800.0,560.0
124.0,683.0,335.0,203.0,336.25
527.0,613.0,612.0,584.0,584.0
845.0,174.0,338.0,918.0,568.75
195.0,743.0,941.0,83.0,490.5
490.0,410.0,340.0,460.0,425.0
195.0,466.0,271.0,538.0,367.5
396.0,340.0,199.0,470.0,351.25
366.0,187.0,631.0,910.0,523.5
796.0,941.0,166.0,394.0,574.25
631.0,598.0,989.0,38.0,564.0
542.0,295.0,747.0,400.0,496.0
597.0,514.0,350.0,626.0,521.75
982.0,559.0,604.0,641.0,696.5
938.0,371.0,27.0,477.0,453.25
966.0,923.0,466.0,890.0,811.25
148.0,587.0,917.0,739.0,597.75
187.0,503.0,147.0,458.0,323.75
655.0,850.0,258.0,953.0,679.0
254.0,402.0,988.0,231.0,468.75
546.0,328.0,766.0,786.0,606.5
687.0,503.0,210.0,934.0,583.5
357.0,83.0,292.0,326.0,264.5
903.0,307.0,764.0,988.0,740.5
597.0,257.0,505.0,693.0,513.0
293.0,881.0,494.0,834.0,625.5
127.0,814.0,158.0,272.0,342.75
42.0,335.0,412.0,938.0,431.75
635.0,400.0,455.0,965.0,613.75
3.0,438.0,694.0,442.0,394.25
176.0,764.0,219.0,978.0,534.25
328.0,990.0,996.0,858.0,793.0
164.0,538.0,92.0,180.0,243.5
958.0,846.0,93.0,306.0,550.75
723.0,508.0,860.0,86.0,544.25
239.0,55.0,560.0,45.0,224.75
877.0,216.0,464.0,509.0,516.5
886.0,635.0,219.0,372.0,528.0
245.0,508.0,638.0,72.0,365.75
658.0,2.0,163.0,748.0,392.75
496.0,991.0,875.0,730.0,773.0
45.0,301.0,566.0,214.0,281.5
391.0,751.0,802.0,740.0,671.0
647.0,860.0,840.0,710.0,764.25
817.0,899.0,660.0,962.0,834.5
942.0,553.0,524.0,936.0,738.75
119.0,23.0,985.0,768.0,473.75
462.0,65.0,315.0,930.0,443.0
826.0,663.0,362.0,623.0,618.5
609.0,872.0,290.0,721.0,623.0
779.0,203.0,785.0,885.0,663.0
243.0,987.0,998.0,45.0,568.25
872.0,411.0,179.0,81.0,385.75
986.0,74.0,797.0,270.0,531.75
703.0,708.0,762.0,612.0,696.25
686.0,417.0,894.0,68.0,516.25
866.0,737.0,214.0,204.0,505.25
350.0,685.0,981.0,293.0,577.25
943.0,168.0,836.0,850.0,699.25
404.0,548.0,324.0,450.0,431.5
237.0,885.0,183.0,803.0,527.0
858.0,229.0,16.0,258.0,340.25
938.0,525.0,649.0,76.0,547.0
373.0,887.0,597.0,602.0,614.75
784.0,502.0,192.0,569.0,511.75
962.0,988.0,519.0,800.0,817.25
550.0,363.0,897.0,863.0,668.25
937.0,535.0,851.0,725.0,762.0
748.0,121.0,17.0,771.0,414.25
726.0,894.0,607.0,230.0,614.25
721.0,299.0,423.0,238.0,420.25
450.0,617.0,921.0,900.0,722.0
859.0,466.0,11.0,363.0,424.75
647.0,57.0,755.0,827.0,571.5
453.0,429.0,698.0,193.0,443.25
949.0,85.0,52.0,972.0,514.5
962.0,679.0,574.0,909.0,781.0
371.0,462.0,434.0,196.0,365.75
351.0,217.0,487.0,519.0,393.5
235.0,235.0,946.0,445.0,465.25
939.0,580.0,319.0,194.0,508.0
976.0,662.0,242.0,865.0,686.25
70.0,18.0,17.0,842.0,236.75
900.0,606.0,321.0,281.0,527.0
21.0,280.0,792.0,674.0,441.75
52.0,869.0,589.0,681.0,547.75
799.0,223.0,690.0,63.0,443.75
682.0,167.0,537.0,277.0,415.75
48.0,892.0,945.0,356.0,560.25
893.0,322.0,200.0,321.0,434.0
105.0,221.0,32.0,81.0,109.75
929.0,509.0,660.0,918.0,754.0
578.0,69.0,197.0,562.0,351.5
385.0,835.0,838.0,886.0,736.0
621.0,481.0,697.0,765.0,641.0
682.0,353.0,347.0,993.0,593.75
8.0,425.0,207.0,149.0,197.25
791.0,571.0,351.0,1.0,428.5
365.0,676.0,480.0,917.0,609.5
429.0,428.0,232.0,880.0,492.25
353.0,185.0,285.0,195.0,254.5
132.0,95.0,109.0,138.0,118.5
202.0,481.0,899.0,780.0,590.5
839.0,279.0,220.0,719.0,514.25
854.0,651.0,311.0,490.0,576.5
836.0,382.0,847.0,123.0,547.0
856.0,50.0,677.0,129.0,428.0
616.0,361.0,413.0,18.0,352.0
933.0,932.0,796.0,124.0,696.25
921.0,986.0,818.0,494.0,804.75
388.0,921.0,127.0,939.0,593.75
533.0,890.0,217.0,355.0,498.75
917.0,715.0,727.0,926.0,821.25
223.0,213.0,287.0,141.0,216.0
414.0,98.0,378.0,221.0,277.75
131.0,703.0,416.0,275.0,381.25
81.0,643.0,928.0,448.0,525.0
364.0,207.0,1.0,22.0,148.5
173.0,294.0,800.0,92.0,339.75
794.0,17.0,345.0,291.0,361.75
437.0,925.0,589.0,238.0,547.25
119.0,243.0,127.0,390.0,219.75
14.0,1.0,229.0,153.0,99.25
486.0,94.0,798.0,724.0,525.5
33.0,294.0,515.0,390.0,308.0
363.0,210.0,800.0,308.0,420.25
659.0,0.0,825.0,147.0,407.75
894.0,968.0,287.0,375.0,631.0
249.0,666.0,649.0,728.0,573.0
242.0,118.0,484.0,669.0,378.25
651.0,799.0,350.0,551.0,587.75
460.0,868.0,450.0,136.0,478.5
456.0,224.0,144.0,647.0,367.75
821.0,828.0,377.0,173.0,549.75
605.0,599.0,665.0,493.0,590.5
946.0,966.0,77.0,55.0,511.0
44.0,905.0,487.0,958.0,598.5
638.0,176.0,376.0,842.0,508.0
647.0,403.0,762.0,927.0,684.75
23.0,410.0,41.0,563.0,259.25
579.0,623.0,855.0,782.0,709.75
244.0,178.0,857.0,285.0,391.0
535.0,497.0,806.0,60.0,474.5
905.0,340.0,648.0,196.0,522.25
548.0,438.0,819.0,606.0,602.75
850.0,886.0,77.0,542.0,588.75
400.0,588.0,679.0,850.0,629.25
150.0,55.0,386.0,119.0,177.5
968.0,658.0,338.0,687.0,662.75
355.0,875.0,492.0,760.0,620.5
581.0,865.0,96.0,74.0,404.0
414.0,231.0,652.0,111.0,352.0
855.0,349.0,131.0,941.0,569.0
38.0,30.0,674.0,543.0,321.25
381.0,656.0,659.0,530.0,556.5
87.0,537.0,611.0,751.0,496.5
628.0,711.0,140.0,868.0,586.75
898.0,688.0,397.0,821.0,701.0
610.0,80.0,21.0,434.0,286.25
533.0,514.0,300.0,616.0,490.75
421.0,161.0,483.0,685.0,437.5
909.0,845.0,245.0,441.0,610.0
616.0,811.0,740.0,558.0,681.25
438.0,242.0,950.0,158.0,447.0
596.0,827.0,179.0,794.0,599.0
553.0,406.0,148.0,203.0,327.5
472.0,842.0,789.0,201.0,576.0
131.0,933.0,951.0,311.0,581.5
61.0,801.0,834.0,469.0,541.25
614.0,991.0,960.0,261.0,706.5
922.0,837.0,220.0,163.0,535.5
613.0,830.0,579.0,200.0,555.5
477.0,734.0,495.0,213.0,479.75
714.0,699.0,242.0,672.0,581.75
756.0,920.0,90.0,877.0,660.75
41.0,682.0,385.0,402.0,377.5
43.0,708.0,952.0,341.0,511.0
184.0,108.0,751.0,759.0,450.5
174.0,987.0,453.0,712.0,581.5
963.0,106.0,204.0,847.0,530.0
371.0,949.0,324.0,206.0,462.5
103.0,690.0,57.0,969.0,454.75
254.0,135.0,251.0,552.0,298.0
971.0,926.0,105.0,833.0,708.75
806.0,155.0,690.0,330.0,495.25
686.0,764.0,151.0,983.0,646.0
262.0,131.0,62.0,916.0,342.75
826.0,999.0,403.0,819.0,761.75
154.0,148.0,610.0,41.0,238.25
756.0,345.0,817.0,7.0,481.25
525.0,387.0,626.0,729.0,566.75
975.0,463.0,329.0,282.0,512.25
385.0,511.0,771.0,54.0,430.25
596.0,31.0,429.0,591.0,411.75
955.0,716.0,187.0,189.0,511.75
7.0,155.0,118.0,379.0,164.75
510.0,883.0,247.0,502.0,535.5
470.0,81.0,559.0,645.0,438.75
888.0,516.0,692.0,394.0,622.5
382.0,49.0,382.0,636.0,362.25
410.0,356.0,411.0,652.0,457.25
308.0,104.0,427.0,221.0,265.0
190.0,459.0,622.0,157.0,357.0
184.0,62.0,103.0,621.0,242.5
631.0,840.0,587.0,490.0,637.0
175.0,496.0,682.0,267.0,405.0
595.0,582.0,749.0,65.0,497.75
472.0,346.0,856.0,778.0,613.0
13.0,844.0,389.0,604.0,462.5
549.0,47.0,521.0,775.0,473.0
388.0,845.0,940.0,71.0,561.0
656.0,772.0,439.0,328.0,548.75
246.0,997.0,347.0,747.0,584.25
506.0,620.0,469.0,235.0,457.5
478.0,495.0,244.0,136.0,338.25
167.0,100.0,811.0,302.0,345.0
375.0,129.0,470.0,559.0,383.25
750.0,386.0,382.0,749.0,566.75
913.0,451.0,876.0,928.0,792.0
435.0,954.0,588.0,413.0,597.5
584.0,301.0,110.0,545.0,385.0
267.0,379.0,575.0,739.0,490.0
864.0,73.0,285.0,685.0,476.75
226.0,404.0,255.0,115.0,250.0
737.0,231.0,735.0,234.0,484.25
332.0,777.0,212.0,546.0,466.75
325.0,38.0,810.0,335.0,377.0
470.0,910.0,391.0,408.0,544.75
870.0,21.0,934.0,48.0,468.25
175.0,369.0,805.0,980.0,582.25
832.0,201.0,474.0,501.0,502.0
943.0,974.0,38.0,479.0,608.5
830.0,721.0,410.0,115.0,519.0
532.0,42.0,453.0,127.0,288.5
986.0,589.0,226.0,932.0,683.25
251.0,218.0,521.0,458.0,362.0
643.0,524.0,322.0,707.0,549.0
744.0,124.0,275.0,915.0,514.5
364.0,694.0,189.0,427.0,418.5
618.0,728.0,424.0,403.0,543.25
689.0,717.0,911.0,873.0,797.5
225.0,135.0,321.0,979.0,415.0
202.0,76.0,237.0,669.0,296.0
496.0,792.0,881.0,685.0,713.5
241.0,904.0,967.0,591.0,675.75
600.0,515.0,234.0,348.0,424.25
479.0,443.0,299.0,930.0,537.75
213.0,651.0,760.0,910.0,633.5
523.0,822.0,463.0,253.0,515.25
958.0,406.0,552.0,954.0,717.5
755.0,333.0,217.0,520.0,456.25
689.0,161.0,114.0,890.0,463.5
231.0,36.0,320.0,400.0,246.75
579.0,748.0,435.0,594.0,589.0
156.0,636.0,652.0,760.0,551.0
959.0,871.0,483.0,199.0,628.0
9.0,701.0,714.0,824.0,562.0
189.0,480.0,250.0,592.0,377.75
449.0,221.0,356.0,236.0,315.5
355.0,196.0,17.0,205.0,193.25
47.0,234.0,464.0,638.0,345.75
451.0,320.0,235.0,509.0,378.75
266.0,859.0,651.0,29.0,451.25
612.0,973.0,134.0,420.0,534.75
669.0,926.0,29.0,814.0,609.5
569.0,945.0,624.0,969.0,776.75
135.0,988.0,74.0,710.0,476.75
968.0,911.0,151.0,975.0,751.25
879.0,167.0,954.0,759.0,689.75
661.0,14.0,702.0,105.0,370.5
957.0,808.0,525.0,190.0,620.0
705.0,894.0,85.0,727.0,602.75
584.0,48.0,401.0,686.0,429.75
601.0,618.0,152.0,576.0,486.75
362.0,91.0,272.0,419.0,286.0
918.0,226.0,868.0,388.0,600.0
983.0,778.0,88.0,846.0,673.75
327.0,147.0,57.0,216.0,186.75
229.0,230.0,963.0,309.0,432.75
741.0,327.0,304.0,112.0,371.0
306.0,249.0,820.0,585.0,490.0
525.0,188.0,359.0,691.0,440.75
130.0,862.0,877.0,434.0,575.75
541.0,998.0,416.0,769.0,681.0
235.0,140.0,727.0,918.0,505.0
260.0,597.0,13.0,551.0,355.25
626.0,739.0,818.0,210.0,598.25
297.0,562.0,966.0,26.0,462.75
85.0,759.0,496.0,365.0,426.25
726.0,962.0,841.0,172.0,675.25
634.0,750.0,609.0,356.0,587.25
924.0,532.0,785.0,215.0,614.0
619.0,732.0,595.0,545.0,622.75
305.0,721.0,733.0,668.0,606.75
712.0,926.0,792.0,464.0,723.5
728.0,464.0,949.0,13.0,538.5
645.0,857.0,861.0,987.0,837.5
991.0,434.0,367.0,790.0,645.5
210.0,636.0,335.0,318.0,374.75
223.0,333.0,552.0,829.0,484.25
611.0,725.0,430.0,820.0,646.5
907.0,787.0,141.0,530.0,591.25
546.0,739.0,493.0,867.0,661.25
819.0,833.0,318.0,657.0,656.75
361.0,378.0,863.0,152.0,438.5
864.0,251.0,960.0,67.0,535.5
304.0,36.0,123.0,646.0,277.25
162.0,215.0,352.0,188.0,229.25
23.0,112.0,770.0,873.0,444.5
111.0,271.0,785.0,994.0,540.25
881.0,330.0,948.0,355.0,628.5
975.0,831.0,535.0,618.0,739.75
377.0,859.0,208.0,32.0,369.0
78.0,982.0,647.0,273.0,495.0
419.0,657.0,741.0,871.0,672.0
304.0,673.0,114.0,305.0,349.0
660.0,142.0,436.0,377.0,403.75
782.0,65.0,664.0,941.0,613.0
100.0,816.0,935.0,302.0,538.25
422.0,581.0,909.0,696.0,652.0
541.0,360.0,853.0,669.0,605.75
25.0,868.0,797.0,492.0,545.5
647.0,180.0,279.0,640.0,436.5
491.0,617.0,245.0,437.0,447.5
822.0,75.0,242.0,882.0,505.25
282.0,155.0,669.0,736.0,460.5
305.0,631.0,946.0,416.0,574.5
787.0,855.0,445.0,88.0,543.75
35.0,670.0,955.0,860.0,630.0
858.0,699.0,713.0,532.0,700.5
203.0,327.0,640.0,957.0,531.75
491.0,818.0,199.0,772.0,570.0
998.0,224.0,613.0,63.0,474.5
961.0,985.0,860.0,886.0,923.0
234.0,44.0,277.0,982.0,384.25
823.0,129.0,113.0,98.0,290.75
926.0,556.0,480.0,767.0,682.25
518.0,997.0,77.0,319.0,477.75
939.0,443.0,537.0,728.0,661.75
842.0,539.0,655.0,946.0,745.5
565.0,302.0,596.0,626.0,522.25
637.0,925.0,30.0,301.0,473.25
824.0,928.0,650.0,647.0,762.25
831.0,720.0,396.0,164.0,527.75
377.0,328.0,690.0,708.0,525.75
387.0,675.0,978.0,76.0,529.0
871.0,130.0,463.0,969.0,608.25
777.0,599.0,807.0,712.0,723.75
950.0,913.0,420.0,384.0,666.75
656.0,32.0,120.0,387.0,298.75
565.0,657.0,488.0,631.0,585.25
519.0,406.0,762.0,781.0,617.0
351.0,309.0,834.0,501.0,498.75
653.0,47.0,975.0,848.0,630.75
642.0,1.0,105.0,587.0,333.75
359.0,506.0,38.0,230.0,283.25
226.0,740.0,833.0,599.0,599.5
317.0,198.0,284.0,825.0,406.0
343.0,453.0,527.0,207.0,382.5
156.0,803.0,848.0,407.0,553.5
109.0,112.0,572.0,396.0,297.25
801.0,934.0,194.0,258.0,546.75
108.0,353.0,515.0,135.0,277.75
609.0,711.0,33.0,694.0,511.75
619.0,761.0,116.0,127.0,405.75
391.0,808.0,159.0,949.0,576.75
706.0,152.0,975.0,661.0,623.5
248.0,676.0,334.0,284.0,385.5
997.0,821.0,501.0,448.0,691.75
177.0,280.0,657.0,595.0,427.25
121.0,853.0,876.0,285.0,533.75
630.0,912.0,974.0,740.0,814.0
107.0,943.0,922.0,554.0,631.5
783.0,818.0,390.0,345.0,584.0
972.0,395.0,396.0,912.0,668.75
836.0,158.0,901.0,566.0,615.25
355.0,777.0,573.0,569.0,568.5
643.0,754.0,29.0,517.0,485.75
762.0,829.0,165.0,701.0,614.25
110.0,264.0,723.0,204.0,325.25
734.0,887.0,932.0,553.0,776.5
735.0,860.0,444.0,664.0,675.75
465.0,284.0,513.0,17.0,319.75
179.0,542.0,516.0,11.0,312.0
35.0,856.0,454.0,498.0,460.75
963.0,77.0,835.0,81.0,489.0
101.0,183.0,312.0,98.0,173.5
296.0,434.0,548.0,100.0,344.5
119.0,368.0,436.0,576.0,374.75
284.0,567.0,741.0,168.0,440.0
247.0,43.0,763.0,129.0,295.5
390.0,529.0,227.0,731.0,469.25
575.0,515.0,926.0,672.0,672.0
86.0,327.0,274.0,252.0,234.75
638.0,793.0,781.0,162.0,593.5
878.0,269.0,540.0,280.0,491.75
13.0,375.0,817.0,803.0,502.0
166.0,184.0,724.0,181.0,313.75
841.0,363.0,799.0,633.0,659.0
860.0,131.0,651.0,744.0,596.5
577.0,458.0,180.0,993.0,552.0
26.0,188.0,698.0,51.0,240.75
897.0,514.0,455.0,201.0,516.75
170.0,26.0,689.0,386.0,317.75
456.0,186.0,117.0,517.0,319.0
240.0,164.0,909.0,359.0,418.0
445.0,847.0,629.0,764.0,671.25
625.0,858.0,623.0,143.0,562.25
542.0,861.0,0.0,398.0,450.25
915.0,59.0,843.0,585.0,600.5
133.0,43.0,236.0,878.0,322.5
265.0,521.0,184.0,305.0,318.75
74.0,457.0,174.0,212.0,229.25
335.0,261.0,74.0,146.0,204.0
938.0,972.0,678.0,438.0,756.5
554.0,266.0,663.0,455.0,484.5
536.0,261.0,120.0,336.0,313.25
89.0,236.0,769.0,406.0,375.0
835.0,15.0,666.0,83.0,399.75
972.0,266.0,603.0,31.0,468.0
104.0,998.0,548.0,878.0,632.0
184.0,791.0,24.0,35.0,258.5
206.0,550.0,201.0,934.0,472.75
132.0,511.0,445.0,541.0,407.25
352.0,810.0,311.0,860.0,583.25
376.0,190.0,893.0,109.0,392.0
500.0,20.0,329.0,436.0,321.25
898.0,341.0,739.0,369.0,586.75
818.0,242.0,686.0,880.0,656.5
908.0,660.0,232.0,581.0,595.25
952.0,661.0,18.0,935.0,641.5
381.0,457.0,874.0,204.0,479.0
606.0,92.0,4.0,2.0,176.0
78.0,144.0,752.0,525.0,374.75
243.0,235.0,385.0,516.0,344.75
561.0,174.0,49.0,254.0,259.5
365.0,439.0,687.0,18.0,377.25
162.0,690.0,131.0,765.0,437.0
747.0,788.0,345.0,134.0,503.5
781.0,571.0,511.0,13.0,469.0
759.0,377.0,412.0,865.0,603.25
927.0,534.0,766.0,276.0,625.75
679.0,125.0,160.0,180.0,286.0
659.0,458.0,404.0,771.0,573.0
960.0,792.0,768.0,649.0,792.25
701.0,653.0,0.0,789.0,535.75
23.0,581.0,557.0,551.0,428.0
787.0,369.0,26.0,13.0,298.75
878.0,432.0,98.0,133.0,385.25
903.0,604.0,733.0,107.0,586.75
839.0,469.0,905.0,868.0,770.25
748.0,920.0,254.0,940.0,715.5
118.0,643.0,121.0,2.0,221.0
170.0,273.0,494.0,521.0,364.5
915.0,709.0,434.0,9.0,516.75
862.0,960.0,5.0,103.0,482.5
99.0,389.0,507.0,851.0,461.5
24.0,295.0,591.0,567.0,369.25
88.0,291.0,91.0,742.0,303.0
201.0,533.0,53.0,428.0,303.75
214.0,225.0,691.0,304.0,358.5
507.0,505.0,71.0,914.0,499.25
354.0,405.0,659.0,733.0,537.75
553.0,280.0,207.0,13.0,263.25
987.0,979.0,17.0,964.0,736.75
807.0,396.0,966.0,245.0,603.5
98.0,178.0,741.0,797.0,453.5
897.0,415.0,183.0,471.0,491.5
393.0,826.0,712.0,604.0,633.75
751.0,659.0,165.0,561.0,534.0
658.0,418.0,1.0,597.0,418.5
690.0,686.0,379.0,772.0,631.75
83.0,903.0,198.0,49.0,308.25
753.0,266.0,267.0,475.0,440.25
243.0,972.0,385.0,524.0,531.0
729.0,200.0,536.0,107.0,393.0
840.0,352.0,954.0,944.0,772.5
95.0,4.0,916.0,49.0,266.0
401.0,591.0,456.0,282.0,432.5
350.0,970.0,309.0,283.0,478.0
940.0,267.0,501.0,133.0,460.25
71.0,967.0,432.0,200.0,417.5
639.0,250.0,970.0,210.0,517.25
492.0,884.0,529.0,796.0,675.25
502.0,514.0,781.0,589.0,596.5
670.0,588.0,926.0,881.0,766.25
111.0,781.0,18.0,861.0,442.75
758.0,357.0,406.0,958.0,619.75
953.0,977.0,916.0,119.0,741.25
193.0,145.0,27.0,292.0,164.25
6.0,86.0,561.0,175.0,207.0
978.0,838.0,835.0,700.0,837.75
533.0,862.0,795.0,392.0,645.5
567.0,67.0,448.0,924.0,501.5
95.0,75.0,613.0,454.0,309.25
178.0,282.0,685.0,126.0,317.75
988.0,345.0,690.0,917.0,735.0
14.0,403.0,351.0,716.0,371.0
91.0,698.0,360.0,246.0,348.75
321.0,857.0,507.0,235.0,480.0
160.0,939.0,172.0,10.0,320.25
22.0,512.0,370.0,994.0,474.5
968.0,30.0,481.0,93.0,393.0
857.0,619.0,973.0,518.0,741.75
6.0,707.0,514.0,303.0,382.5
576.0,619.0,745.0,292.0,558.0
849.0,799.0,482.0,207.0,584.25
861.0,909.0,207.0,257.0,558.5
634.0,75.0,47.0,579.0,333.75
525.0,167.0,388.0,216.0,324.0
456.0,5.0,349.0,1.0,202.75
15.0,176.0,424.0,277.0,223.0
791.0,889.0,115.0,623.0,604.5
640.0,593.0,215.0,339.0,446.75
341.0,715.0,566.0,246.0,467.0
355.0,74.0,47.0,444.0,230.0
458.0,855.0,824.0,939.0,769.0
164.0,276.0,344.0,923.0,426.75
929.0,209.0,946.0,832.0,729.0
441.0,653.0,46.0,744.0,471.0
471.0,534.0,771.0,560.0,584.0
527.0,727.0,803.0,505.0,640.5
831.0,584.0,183.0,741.0,584.75
693.0,31.0,10.0,808.0,385.5
27.0,587.0,417.0,337.0,342.0
309.0,350.0,18.0,730.0,351.75
257.0,726.0,520.0,229.0,433.0
425.0,453.0,174.0,19.0,267.75
640.0,754.0,45.0,8.0,361.75
77.0,520.0,86.0,523.0,301.5
538.0,258.0,954.0,368.0,529.5
95.0,545.0,73.0,303.0,254.0
14.0,86.0,621.0,461.0,295.5
811.0,612.0,175.0,321.0,479.75
498.0,186.0,74.0,354.0,278.0
768.0,454.0,863.0,499.0,646.0
154.0,186.0,715.0,79.0,283.5
879.0,540.0,319.0,10.0,437.0
707.0,468.0,456.0,817.0,612.0
893.0,988.0,506.0,855.0,810.5
984.0,551.0,79.0,369.0,495.75
139.0,576.0,832.0,518.0,516.25
76.0,842.0,608.0,339.0,466.25
451.0,822.0,225.0,868.0,591.5
297.0,721.0,441.0,105.0,391.0
259.0,715.0,240.0,68.0,320.5
